Sector,Revenue,RevenueRank,conter
Computers/Technology,50M-100M,6,6659
Online Service/Internet-based Services,100M-500M,7,6660
Online Service/Internet-based Services,25M-50M,5,6661
Manufacturing/Fabrication,1B-2B,9,6662
Hospitality/Entertainment/Sports,100M-500M,7,6663
Manufacturing/Fabrication,> 10B,12,6664
Manufacturing/Fabrication,1B-2B,9,6665
Computers/Technology,10M-25M,4,6666
Marketing/CRM,100M-500M,7,6667
Computers/Technology,100M-500M,7,6668
Manufacturing/Fabrication,2M-5M,2,6669
Computers/Technology,50M-100M,6,6670
Accounting/Finance,2B-5B,10,6671
Medical/Pharmaceutical,5B-10B,11,6672
Manufacturing/Fabrication,100M-500M,7,6673
Academics/Education,500M-1B,8,6674
Computers/Technology,100M-500M,7,6675
Computers/Technology,2B-5B,10,6676
